time,alex,elliott,harvey,sam,sebastian,shane,abigail,emily,haley,leah,maru,penny,overall_1,overall_2,overall_3,gender,orientation,age
2018-07-22 07:02:52+02:00,1,3,4,2,5,6,6,5,1,3,2,4,Abigail,Shane,Shane,Prefer not to say,Heterosexual,30-39
2018-07-22 07:03:18+02:00,2,3,6,1,4,5,4,3,1,6,2,5,,,,Male,Heterosexual,30-39
2018-07-22 07:05:19+02:00,5,3,6,1,4,2,3,4,2,5,6,1,Sebastian,Elliott,Leah,Female,Asexual,19-29
2018-07-22 07:07:18+02:00,6,3,1,4,5,2,4,3,1,6,5,2,Leah,Abigail,Maru,Male,Heterosexual,19-29
2018-07-22 07:08:49+02:00,4,2,6,3,5,1,1,5,3,4,6,2,Elliott,Abigail,Shane,Female,Asexual,19-29
2018-07-22 07:10:39+02:00,2,4,1,3,5,6,4,2,1,3,5,6,Shane,Abigail,Penny,Female,Bisexual/Pansexual,30-39
2018-07-22 07:15:37+02:00,1,3,2,4,5,6,5,4,1,6,3,2,Leah,Abigail,Shane,Male,Bisexual/Pansexual,19-29
2018-07-22 07:16:32+02:00,6,4,2,5,1,3,1,2,4,6,5,3,Leah,Maru,Penny,Male,Heterosexual,19-29
2018-07-22 07:20:50+02:00,4,1,5,3,2,6,4,5,6,2,3,1,Penny,Leah,Maru,Male,Heterosexual,19-29
2018-07-22 07:20:52+02:00,1,5,6,3,4,2,6,2,5,4,1,3,Abigail,Haley,Leah,Male,Heterosexual,19-29
2018-07-22 07:21:34+02:00,1,2,4,6,5,3,2,3,4,5,1,6,Penny,Leah,Sam,Male,Heterosexual,19-29
2018-07-22 07:23:25+02:00,2,6,5,4,3,1,6,2,3,5,4,1,Abigail,Leah,Maru,Male,Heterosexual,30-39
2018-07-22 07:25:51+02:00,4,5,6,3,2,1,2,3,4,5,1,6,Penny,Leah,Haley,Male,Heterosexual,40-49
2018-07-22 07:26:09+02:00,1,5,3,2,6,4,5,3,1,6,2,4,Sebastian,Leah,Abigail,Female,Heterosexual,19-29
2018-07-22 07:28:26+02:00,2,6,5,1,4,3,1,4,5,6,2,3,Elliott,Leah,Harvey,Male,Bisexual/Pansexual,40-49
2018-07-22 07:32:36+02:00,2,5,1,3,6,4,6,2,3,4,1,5,Abigail,Penny,Leah,Male,Heterosexual,30-39
2018-07-22 07:33:17+02:00,6,5,4,3,2,1,6,5,4,3,2,1,Abigail,Sam,Harvey,Prefer not to say,Bisexual/Pansexual,19-29
2018-07-22 07:37:16+02:00,2,4,5,6,3,1,4,2,5,6,1,3,Leah,Haley,Abigail,Male,Heterosexual,19-29
2018-07-22 07:37:57+02:00,1,2,5,4,6,3,6,1,5,3,2,4,Abigail,Haley,Leah,Prefer not to say,Bisexual/Pansexual,19-29
2018-07-22 07:39:17+02:00,3,2,4,1,6,5,4,3,2,5,1,6,Sebastian,Shane,Penny,Male,Homosexual,19-29
2018-07-22 07:42:01+02:00,6,1,2,4,5,3,3,5,1,6,2,4,Alex,Sebastian,Leah,Male,Homosexual,15-18
2018-07-22 07:43:04+02:00,2,5,1,3,4,6,4,5,2,6,3,1,Shane,Elliott,Leah,Female,Bisexual/Pansexual,19-29
2018-07-22 07:51:49+02:00,6,1,3,4,5,2,1,3,2,5,4,6,Alex,Sebastian,Sam,Male,Bisexual/Pansexual,30-39
2018-07-22 07:52:53+02:00,2,6,4,3,5,1,5,3,1,6,4,2,Leah,Sebastian,Maru,Prefer not to say,Bisexual/Pansexual,19-29
2018-07-22 07:54:05+02:00,3,5,4,6,2,1,5,2,3,6,1,4,Sam,Leah,Elliott,Female,Heterosexual,30-39
2018-07-22 07:54:46+02:00,2,1,4,3,5,6,3,5,6,1,4,2,Shane,Emily,Harvey,Male,Bisexual/Pansexual,15-18
2018-07-22 07:58:43+02:00,6,1,2,5,4,3,6,4,1,3,5,2,Alex,Sam,Sebastian,Male,Homosexual,19-29
2018-07-22 08:00:33+02:00,6,5,2,4,3,1,6,1,4,3,2,5,Sam,Alex,Haley,Male,Heterosexual,15-18
2018-07-22 08:03:42+02:00,1,2,6,5,4,3,6,4,3,5,1,2,Abigail,Leah,Harvey,Female,Bisexual/Pansexual,19-29
2018-07-22 08:07:55+02:00,4,3,5,1,6,2,4,3,2,5,1,6,Penny,Leah,Sebastian,Male,Heterosexual,19-29
2018-07-22 08:10:08+02:00,4,2,3,5,6,1,2,3,1,4,6,5,Sebastian,Sam,Maru,Female,Heterosexual,19-29
2018-07-22 08:10:09+02:00,4,3,2,5,6,1,4,2,3,6,1,5,Leah,Penny,Emily,Male,Asexual,19-29
2018-07-22 08:10:24+02:00,3,4,6,1,2,5,4,3,2,6,1,5,Leah,Penny,Abigail,Male,Homosexual,19-29
2018-07-22 08:10:53+02:00,2,6,5,1,3,4,2,3,1,5,4,6,Penny,Leah,Elliott,Male,Heterosexual,19-29
2018-07-22 08:11:22+02:00,2,3,1,4,5,6,5,3,1,6,2,4,Shane,Sebastian,Leah,Female,Heterosexual,19-29
2018-07-22 08:13:12+02:00,4,1,2,3,5,6,4,1,3,5,2,6,Penny,Leah,Abigail,Male,Heterosexual,19-29
2018-07-22 08:13:18+02:00,5,1,2,4,3,6,6,2,1,5,4,3,Abigail,Leah,Shane,Male,Heterosexual,15-18
2018-07-22 08:13:51+02:00,5,6,3,4,2,1,3,2,6,5,1,4,Haley,Leah,Penny,Male,Heterosexual,15-18
2018-07-22 08:14:11+02:00,2,5,6,4,3,1,5,3,2,6,1,4,Leah,Abigail,Penny,Male,Heterosexual,19-29
2018-07-22 08:14:31+02:00,1,3,4,2,5,6,3,4,1,6,2,5,Leah,Penny,Emily,Male,Heterosexual,19-29
2018-07-22 08:15:33+02:00,4,3,6,1,5,2,6,1,4,3,2,5,Abigail,Penny,Harvey,Male,Bisexual/Pansexual,19-29
2018-07-22 08:16:16+02:00,1,6,5,4,3,2,2,4,1,6,3,5,Leah,Penny,Elliott,Male,Heterosexual,19-29
2018-07-22 08:16:30+02:00,6,5,4,3,2,1,6,4,5,3,2,1,Abigail,Sebastian,Emily,Male,Heterosexual,30-39
2018-07-22 08:17:03+02:00,1,2,4,6,5,3,5,2,6,3,4,1,Sam,Haley,Abigail,Female,Bisexual/Pansexual,19-29
2018-07-22 08:19:14+02:00,1,4,5,2,6,3,4,3,1,6,5,2,Sebastian,Leah,Abigail,Female,Bisexual/Pansexual,30-39
2018-07-22 08:24:24+02:00,6,2,1,3,4,5,5,4,1,6,2,3,Alex,Shane,Sebastian,Male,Homosexual,19-29
2018-07-22 08:27:16+02:00,5,6,4,3,2,1,2,3,4,5,1,6,Leah,Penny,Haley,Male,Heterosexual,40-49
2018-07-22 08:29:43+02:00,6,3,2,5,4,1,4,1,3,5,2,6,Penny,Alex,Leah,Female,Asexual,19-29
2018-07-22 08:30:04+02:00,3,6,5,4,2,1,5,3,1,4,2,6,Penny,Abigail,Elliott,Male,Heterosexual,19-29
2018-07-22 08:30:09+02:00,5,2,3,4,6,1,3,6,2,5,1,4,Emily,Sebastian,Leah,Male,Heterosexual,15-18
2018-07-22 08:31:26+02:00,1,4,6,3,2,5,1,4,2,3,6,5,Harvey,Maru,Shane,Male,Heterosexual,15-18
2018-07-22 08:32:02+02:00,2,6,5,3,4,1,3,4,1,6,2,5,Leah,Penny,Elliott,Female,Homosexual,19-29
2018-07-22 08:32:35+02:00,2,6,4,1,5,3,1,3,2,4,6,5,,,,Female,Heterosexual,40-49
2018-07-22 08:36:37+02:00,4,2,6,3,5,1,3,2,5,6,1,4,Leah,Haley,Penny,Male,Heterosexual,19-29
2018-07-22 08:37:09+02:00,3,2,6,1,4,5,6,3,2,1,5,4,Harvey,Abigail,Shane,Female,Heterosexual,19-29
2018-07-22 08:37:38+02:00,4,5,6,3,2,1,5,1,4,2,3,6,Penny,Abigail,Harvey,Male,Heterosexual,19-29
2018-07-22 08:41:32+02:00,1,2,3,4,5,6,5,2,1,6,3,4,Leah,Sebastian,Shane,Female,Heterosexual,19-29
2018-07-22 08:43:15+02:00,2,3,5,1,4,6,2,5,1,4,6,3,Shane,Maru,Emily,Female,Heterosexual,30-39
2018-07-22 08:44:54+02:00,3,2,6,1,4,5,5,6,4,3,2,1,Shane,Elliott,Harvey,Female,Heterosexual,19-29
2018-07-22 08:47:29+02:00,1,2,4,5,3,6,6,5,4,3,1,2,Abigail,Emily,Haley,Male,Heterosexual,19-29
2018-07-22 08:51:18+02:00,1,5,2,4,6,3,4,3,1,2,5,6,Penny,Abigail,Maru,Male,Heterosexual,19-29
2018-07-22 08:52:03+02:00,4,6,5,3,2,1,3,2,1,6,4,5,Leah,Elliott,Penny,Female,Bisexual/Pansexual,30-39
2018-07-22 08:52:34+02:00,2,5,6,3,4,1,2,5,1,6,4,3,Leah,Emily,Maru,Prefer not to say,Homosexual,30-39
2018-07-22 08:53:18+02:00,2,5,3,4,6,1,5,2,6,3,1,4,Haley,Abigail,Sebastian,Male,Heterosexual,19-29
2018-07-22 08:53:53+02:00,5,1,6,2,4,3,2,4,1,6,3,5,Leah,Penny,Emily,Male,Heterosexual,19-29
2018-07-22 08:54:16+02:00,2,6,4,5,1,3,5,4,6,3,1,2,Haley,Abigail,Elliott,Male,Heterosexual,15-18
2018-07-22 08:56:37+02:00,4,6,3,5,1,2,1,2,5,6,3,4,Leah,Haley,Emily,Male,Heterosexual,19-29
2018-07-22 09:01:23+02:00,5,3,6,4,2,1,1,2,5,3,4,6,Penny,Haley,Maru,Male,Heterosexual,19-29
2018-07-22 09:03:54+02:00,2,1,4,5,6,3,4,2,1,6,3,5,Sebastian,Leah,Penny,Male,Heterosexual,19-29
2018-07-22 09:07:05+02:00,5,2,1,4,6,3,5,1,6,3,4,2,,,,Other,Other,Prefer not to say
2018-07-22 09:07:31+02:00,3,1,2,4,5,6,3,6,4,5,1,2,Emily,Leah,Shane,Male,Heterosexual,19-29
2018-07-22 09:07:35+02:00,2,4,6,3,5,1,2,5,3,4,1,6,Penny,Emily,Leah,Male,Heterosexual,19-29
2018-07-22 09:07:38+02:00,5,1,6,4,2,3,5,2,1,6,4,3,Harvey,Alex,Sam,Female,Heterosexual,15-18
2018-07-22 09:09:06+02:00,1,6,5,3,4,2,5,1,6,4,2,3,Haley,Abigail,Leah,Male,Heterosexual,19-29
2018-07-22 09:11:00+02:00,2,4,5,6,1,3,1,6,4,2,5,3,Abigail,Sebastian,Leah,Male,Heterosexual,30-39
2018-07-22 09:12:57+02:00,6,5,4,3,2,1,3,1,6,5,4,2,Haley,Leah,Maru,Male,Heterosexual,19-29
2018-07-22 09:13:49+02:00,4,3,6,1,2,5,6,4,3,5,2,1,Abigail,Harvey,Leah,Female,Bisexual/Pansexual,15-18
2018-07-22 09:15:30+02:00,6,5,4,3,2,1,5,6,4,3,1,2,Emily,Abigail,Haley,Male,Heterosexual,19-29
2018-07-22 09:18:25+02:00,2,5,6,3,1,4,4,1,3,6,2,5,Leah,Penny,Elliott,Female,Bisexual/Pansexual,19-29
2018-07-22 09:19:16+02:00,4,6,5,3,2,1,3,4,1,5,6,2,Elliott,Harvey,,Female,Bisexual/Pansexual,30-39
2018-07-22 09:27:32+02:00,1,2,4,3,5,6,6,4,2,5,1,3,Abigail,Leah,Shane,Male,Bisexual/Pansexual,19-29
2018-07-22 09:27:51+02:00,3,1,5,2,4,6,6,3,2,5,1,4,Shane,Harvey,Abigail,Male,Homosexual,30-39
2018-07-22 09:29:23+02:00,6,5,4,3,2,1,4,2,3,6,5,1,Alex,Elliott,Harvey,Female,Heterosexual,30-39
2018-07-22 09:29:45+02:00,5,6,3,2,1,4,1,4,3,6,2,5,Leah,Penny,Elliott,Male,Heterosexual,15-18
2018-07-22 09:30:20+02:00,2,1,3,4,6,5,6,4,3,5,1,2,Shane,Sebastian,Emily,Female,Bisexual/Pansexual,15-18
2018-07-22 09:33:01+02:00,1,5,6,2,4,3,4,5,1,6,3,2,Harvey,Leah,Emily,Female,Heterosexual,19-29
2018-07-22 09:35:00+02:00,2,1,3,4,6,5,4,2,5,6,1,3,Sebastian,Shane,Leah,Female,Heterosexual,19-29
2018-07-22 09:35:27+02:00,4,3,2,5,1,6,6,3,4,5,1,2,Abigail,Leah,Shane,Male,Heterosexual,19-29
2018-07-22 09:38:30+02:00,4,3,1,5,6,2,6,3,4,5,1,2,Sebastian,Sam,Elliott,Female,Heterosexual,19-29
2018-07-22 09:39:54+02:00,2,1,5,3,4,6,2,1,6,5,3,4,Haley,Leah,,Male,Heterosexual,19-29
2018-07-22 09:40:14+02:00,3,4,6,2,1,5,2,3,1,6,4,5,Shane,Harvey,Leah,Female,Heterosexual,15-18
2018-07-22 09:42:20+02:00,5,4,6,3,2,1,1,5,2,4,3,6,Penny,Emily,Maru,Male,Heterosexual,19-29
2018-07-22 09:45:49+02:00,4,3,1,6,5,2,4,5,3,6,1,2,Leah,Emily,Abigail,Male,Heterosexual,19-29
2018-07-22 09:46:16+02:00,1,6,5,4,3,2,5,4,2,6,3,1,Leah,Abigail,Elliott,Male,Heterosexual,15-18
2018-07-22 09:48:15+02:00,1,3,4,2,6,5,5,6,4,2,1,3,Sebastian,Shane,Emily,Female,Heterosexual,19-29
2018-07-22 09:49:50+02:00,5,1,6,2,3,4,2,5,1,3,4,6,Harvey,Emily,Leah,Female,Heterosexual,19-29
2018-07-22 09:51:06+02:00,2,1,4,3,6,5,2,3,4,6,1,5,Leah,Penny,Haley,Male,Heterosexual,19-29
2018-07-22 09:54:45+02:00,2,6,5,3,4,1,3,1,2,5,4,6,Elliott,Harvey,Penny,Female,Heterosexual,19-29
2018-07-22 09:54:50+02:00,3,4,5,6,1,2,6,2,5,3,1,4,Haley,Penny,Leah,Male,Heterosexual,15-18
2018-07-22 09:56:47+02:00,3,6,5,2,4,1,5,6,1,4,2,3,Emily,Abigail,Elliott,Male,Heterosexual,19-29
2018-07-22 09:57:21+02:00,1,3,4,2,5,6,3,6,1,5,2,4,Emily,Leah,Shane,Female,Heterosexual,19-29
2018-07-22 09:57:31+02:00,1,4,6,2,5,3,3,5,6,4,1,2,Haley,Emily,Leah,Male,Heterosexual,19-29
2018-07-22 09:59:51+02:00,3,1,4,2,5,6,5,3,4,6,2,1,Shane,Sebastian,Harvey,Female,Heterosexual,19-29
2018-07-22 10:00:44+02:00,1,3,4,5,6,2,6,3,2,5,4,1,Sebastian,Sam,Abigail,Female,Bisexual/Pansexual,15-18
2018-07-22 10:02:55+02:00,4,1,3,5,2,6,3,4,6,1,5,2,Leah,Penny,Abigail,Male,Heterosexual,19-29
2018-07-22 10:02:58+02:00,2,3,1,4,5,6,6,4,1,3,5,2,Shane,Abigail,Sebastian,Female,Bisexual/Pansexual,19-29
2018-07-22 10:04:29+02:00,1,5,3,2,4,6,4,5,6,2,3,1,Shane,Haley,Elliott,Female,Bisexual/Pansexual,19-29
2018-07-22 10:04:49+02:00,4,6,2,5,3,1,2,5,3,6,1,4,Leah,Emily,Elliott,Male,Heterosexual,19-29
2018-07-22 10:06:37+02:00,4,3,6,5,1,2,1,4,6,5,3,2,Haley,Harvey,Leah,Male,Heterosexual,15-18
2018-07-22 10:06:48+02:00,1,4,6,2,5,3,5,6,4,1,2,3,Harvey,Sebastian,Haley,Female,Heterosexual,19-29
2018-07-22 10:10:28+02:00,2,5,6,3,1,4,3,2,1,4,6,5,Harvey,Maru,Elliott,Female,Heterosexual,19-29
2018-07-22 10:10:54+02:00,3,4,1,2,6,5,4,5,1,6,2,3,Sebastian,Shane,Elliott,Prefer not to say,Bisexual/Pansexual,19-29
2018-07-22 10:14:38+02:00,3,6,2,5,4,1,4,3,2,5,1,6,Penny,Leah,Elliott,Male,Heterosexual,19-29
2018-07-22 10:15:25+02:00,1,2,4,6,3,5,3,4,1,6,2,5,Leah,Penny,Shane,Male,Heterosexual,19-29
2018-07-22 10:15:36+02:00,1,5,4,6,3,2,6,3,5,4,1,2,Haley,Abigail,Penny,Male,Asexual,15-18
2018-07-22 10:16:22+02:00,4,3,1,2,6,5,6,3,2,5,1,4,Abigail,Leah,Penny,Male,Heterosexual,30-39
2018-07-22 10:19:18+02:00,1,5,6,2,3,4,4,1,3,5,2,6,Penny,Leah,Abigail,Male,Heterosexual,19-29
2018-07-22 10:19:32+02:00,6,1,4,5,3,2,5,3,1,6,2,4,Leah,Abigail,,Male,Heterosexual,19-29
2018-07-22 10:19:45+02:00,3,1,5,4,6,2,5,4,1,6,3,2,Leah,Abigail,Sebastian,Male,Bisexual/Pansexual,15-18
2018-07-22 10:20:06+02:00,5,3,6,4,2,1,5,3,1,4,2,6,Penny,Penny,Penny,Male,Heterosexual,15-18
2018-07-22 10:25:06+02:00,2,3,4,1,5,6,2,6,4,5,1,3,Emily,Leah,Haley,Male,Heterosexual,19-29
2018-07-22 10:29:33+02:00,6,5,4,3,2,1,2,3,4,6,1,5,Leah,Penny,Emily,Male,Heterosexual,19-29
2018-07-22 10:31:12+02:00,5,4,1,2,6,3,2,3,1,6,4,5,Leah,Penny,Maru,Male,Heterosexual,19-29
2018-07-22 10:33:19+02:00,2,3,6,4,5,1,6,2,3,5,1,4,Abigail,Leah,Harvey,Male,Heterosexual,19-29
2018-07-22 10:33:49+02:00,4,6,5,2,3,1,5,2,1,6,3,4,Leah,Abigail,Penny,Male,Heterosexual,19-29
2018-07-22 10:35:26+02:00,2,6,3,5,4,1,4,2,3,5,1,6,Penny,Leah,Abigail,Male,Heterosexual,19-29
2018-07-22 10:41:27+02:00,3,4,1,5,6,2,3,2,6,5,1,4,Sebastian,Haley,Leah,Female,Heterosexual,19-29
2018-07-22 10:42:22+02:00,5,4,3,6,2,1,5,6,1,3,2,4,Emily,Abigail,Penny,Male,Bisexual/Pansexual,19-29
2018-07-22 10:45:55+02:00,4,3,6,5,1,2,4,3,2,6,5,1,Leah,Maru,Harvey,Male,Heterosexual,19-29
2018-07-22 10:45:57+02:00,1,5,3,2,6,4,2,3,4,6,5,1,Sebastian,Elliott,Leah,Female,Heterosexual,19-29
2018-07-22 10:47:26+02:00,3,1,4,5,2,6,5,4,1,2,6,3,Haley,Leah,Elliott,Non-binary,Heterosexual,30-39
2018-07-22 10:56:06+02:00,1,4,6,3,2,5,4,3,1,6,5,2,Harvey,Shane,Leah,Female,Heterosexual,30-39
2018-07-22 10:58:15+02:00,5,3,1,4,2,6,4,3,1,6,5,2,Leah,Maru,Abigail,Female,Homosexual,19-29
2018-07-22 11:00:29+02:00,5,1,2,4,3,6,6,1,5,3,4,2,Shane,Alex,Sam,Female,Asexual,19-29
2018-07-22 11:01:36+02:00,6,5,4,2,3,1,4,5,2,6,3,1,Emily,Penny,Haley,Male,Heterosexual,19-29
2018-07-22 11:02:44+02:00,1,6,5,4,3,2,3,5,1,6,4,2,Leah,Elliott,Emily,Female,Bisexual/Pansexual,19-29
2018-07-22 11:08:46+02:00,1,5,3,2,4,6,1,3,6,5,4,2,Shane,Elliott,Haley,Female,Heterosexual,19-29
2018-07-22 11:10:39+02:00,1,4,5,3,2,6,6,2,1,5,3,4,Shane,Abigail,Leah,Female,Bisexual/Pansexual,19-29
2018-07-22 11:20:03+02:00,3,6,4,5,2,1,2,6,4,5,3,1,Elliott,Emily,Sebastian,Female,Heterosexual,30-39
2018-07-22 11:24:54+02:00,3,5,1,4,6,2,6,4,1,5,3,2,Sebastian,Abigail,Elliott,Non-binary,Bisexual/Pansexual,19-29
2018-07-22 11:25:17+02:00,2,6,4,5,1,3,5,4,6,2,1,3,,,,Other,Other,Prefer not to say
2018-07-22 11:25:57+02:00,6,1,4,2,3,5,5,1,2,6,3,4,Alex,Shane,Harvey,Male,Homosexual,19-29
2018-07-22 11:28:38+02:00,1,2,3,4,5,6,5,1,3,6,2,4,Leah,Abigail,Penny,Male,Heterosexual,15-18
2018-07-22 11:31:15+02:00,5,4,6,1,2,3,3,1,5,4,2,6,Penny,Haley,Harvey,Male,Heterosexual,19-29
2018-07-22 11:33:26+02:00,2,3,4,5,6,1,4,1,3,5,2,6,Penny,Leah,Sebastian,Female,Homosexual,19-29
2018-07-22 11:34:53+02:00,1,5,6,2,3,4,3,2,4,6,1,5,Leah,Penny,Haley,Male,Heterosexual,15-18
2018-07-22 11:35:04+02:00,2,4,6,3,1,5,5,4,3,6,2,1,Leah,Abigail,Shane,Male,Heterosexual,19-29
2018-07-22 11:39:29+02:00,3,4,5,1,6,2,6,4,1,3,2,5,Abigail,Penny,Emily,Male,Heterosexual,19-29
2018-07-22 11:39:55+02:00,1,2,3,4,5,6,6,4,1,3,2,5,Abigail,Penny,Emily,Male,Heterosexual,19-29
2018-07-22 11:40:08+02:00,4,2,3,1,5,6,3,5,2,4,1,6,Shane,Penny,Sebastian,Female,Heterosexual,19-29
2018-07-22 11:41:14+02:00,2,1,5,4,3,6,3,2,5,6,1,4,Leah,Haley,Penny,Male,Heterosexual,19-29
2018-07-22 11:41:34+02:00,1,6,5,4,3,2,2,5,1,6,4,3,Elliott,Harvey,Leah,Female,Heterosexual,30-39
2018-07-22 11:44:47+02:00,2,3,5,1,6,4,6,4,3,2,5,1,Sebastian,Harvey,Abigail,Female,Heterosexual,19-29
2018-07-22 11:47:34+02:00,5,3,6,4,1,2,3,2,1,5,4,6,Penny,Leah,Maru,Male,Heterosexual,19-29
2018-07-22 11:49:09+02:00,1,4,6,2,3,5,4,2,1,3,6,5,Penny,Harvey,Maru,Female,Bisexual/Pansexual,19-29
2018-07-22 11:49:12+02:00,1,2,5,3,4,6,4,6,1,3,2,5,Emily,Shane,Penny,Male,Heterosexual,15-18
2018-07-22 11:49:46+02:00,1,5,3,2,4,6,5,2,3,4,1,6,Shane,Penny,Elliott,Female,Asexual,19-29
2018-07-22 11:51:00+02:00,6,1,4,3,5,2,5,2,3,6,1,4,Leah,Abigail,Penny,Male,Heterosexual,19-29
2018-07-22 11:57:49+02:00,5,4,2,3,6,1,6,1,2,4,5,3,Abigail,Maru,Leah,Female,Homosexual,30-39
2018-07-22 11:58:03+02:00,3,1,2,5,6,4,4,6,5,1,2,3,Emily,Haley,Abigail,Non-binary,Asexual,19-29
2018-07-22 11:59:44+02:00,3,1,2,5,6,4,5,2,3,4,1,6,Penny,Abigail,Leah,Male,Heterosexual,15-18
2018-07-22 12:02:25+02:00,3,5,4,6,2,1,5,2,6,3,1,4,Haley,Abigail,Penny,Male,Heterosexual,19-29
2018-07-22 12:03:32+02:00,3,6,4,2,5,1,3,6,1,5,4,2,Elliott,Leah,Sebastian,Female,Asexual,19-29
2018-07-22 12:09:04+02:00,5,6,2,3,4,1,6,5,4,3,2,1,Abigail,Haley,Emily,Female,Heterosexual,19-29
2018-07-22 12:09:51+02:00,6,5,4,3,2,1,6,5,4,3,2,1,Sam,Sebastian,Abigail,Female,Homosexual,14 or under
2018-07-22 12:11:04+02:00,1,6,5,4,3,2,2,1,4,6,3,5,Leah,Penny,Elliott,Male,Heterosexual,19-29
2018-07-22 12:18:06+02:00,1,4,6,5,2,3,3,4,2,6,1,5,Harvey,Penny,Elliott,Female,Heterosexual,19-29
2018-07-22 12:21:39+02:00,4,2,1,3,6,5,6,2,4,3,1,5,Sebastian,Shane,Abigail,Female,Bisexual/Pansexual,19-29
2018-07-22 12:22:28+02:00,2,3,4,1,6,5,5,1,3,6,4,2,Leah,,,Male,Heterosexual,19-29
2018-07-22 12:24:06+02:00,1,2,6,4,3,5,6,1,5,3,2,4,Abigail,Haley,Penny,Male,Heterosexual,19-29
2018-07-22 12:27:58+02:00,4,5,6,3,2,1,3,2,5,6,1,4,Leah,Harvey,Haley,Male,Heterosexual,30-39
2018-07-22 12:28:03+02:00,2,4,1,6,5,3,5,2,6,4,1,3,Sam,Sebastian,Haley,Female,Heterosexual,15-18
2018-07-22 12:32:30+02:00,2,6,1,4,5,3,2,3,5,4,1,6,Penny,Haley,Leah,Male,Heterosexual,19-29
2018-07-22 12:36:40+02:00,1,4,3,2,5,6,3,5,1,6,2,4,Shane,Sebastian,Leah,Female,Heterosexual,30-39
2018-07-22 12:38:01+02:00,2,3,5,6,4,1,5,1,6,4,2,3,Haley,Abigail,Leah,Male,Heterosexual,19-29
2018-07-22 12:38:02+02:00,3,2,1,5,6,4,5,2,3,6,1,4,Leah,Sebastian,Sam,Male,Homosexual,19-29
2018-07-22 12:38:34+02:00,6,3,1,5,2,4,1,3,6,5,2,4,Haley,Shane,Emily,Male,Other,15-18
2018-07-22 12:38:59+02:00,3,6,4,2,5,1,5,4,1,6,2,3,Elliott,Leah,Sebastian,Female,Asexual,19-29
2018-07-22 12:40:32+02:00,5,6,3,2,1,4,4,3,2,5,1,6,Penny,Penny,Penny,Male,Heterosexual,30-39
2018-07-22 12:41:19+02:00,6,5,4,3,2,1,2,4,5,1,3,6,Leah,Abigail,Maru,Male,Other,19-29
2018-07-22 12:42:41+02:00,1,5,6,2,3,4,4,3,2,5,1,6,Harvey,Elliott,Penny,Female,Heterosexual,40-49
2018-07-22 12:43:03+02:00,5,6,3,4,1,2,1,2,6,5,4,3,Haley,Leah,Elliott,Male,Homosexual,19-29
2018-07-22 12:44:41+02:00,5,1,2,3,4,6,6,1,4,5,2,3,Abigail,Shane,Haley,Female,Bisexual/Pansexual,15-18
2018-07-22 12:44:48+02:00,5,6,1,4,3,2,3,5,4,1,6,2,Leah,Penny,Abigail,Male,Heterosexual,19-29
2018-07-22 12:48:24+02:00,3,2,4,1,5,6,5,2,6,1,3,4,Haley,Shane,Haley,Other,Homosexual,19-29
2018-07-22 12:51:01+02:00,2,1,3,4,6,5,2,4,3,6,1,5,Leah,Shane,Sebastian,Female,Asexual,15-18
2018-07-22 12:51:30+02:00,5,6,4,2,3,1,4,1,3,5,6,2,Elliott,Alex,Leah,Female,Heterosexual,30-39
2018-07-22 12:56:29+02:00,1,5,2,3,4,6,6,1,2,4,3,5,Shane,Sebastian,Elliott,Female,Bisexual/Pansexual,19-29
2018-07-22 13:01:56+02:00,4,1,6,3,5,2,3,5,2,4,1,6,Penny,Emily,Harvey,Male,Bisexual/Pansexual,19-29
2018-07-22 13:05:31+02:00,3,5,1,4,6,2,4,5,1,6,2,3,Leah,Emily,Abigail,Male,Heterosexual,19-29
2018-07-22 13:06:05+02:00,4,5,1,2,3,6,6,4,1,5,2,3,Abigail,Leah,Shane,Male,Bisexual/Pansexual,15-18
2018-07-22 13:10:43+02:00,6,3,5,4,2,1,3,4,2,6,1,5,Leah,Penny,Alex,Male,Heterosexual,19-29
2018-07-22 13:11:32+02:00,5,1,2,4,6,3,2,1,5,6,4,3,Leah,Maru,Haley,Male,Heterosexual,19-29
2018-07-22 13:14:34+02:00,3,2,4,1,5,6,3,1,4,2,6,5,Maru,Shane,Penny,Male,Heterosexual,15-18
2018-07-22 13:16:55+02:00,5,3,2,6,4,1,5,3,6,2,4,1,Haley,Abigail,Maru,Male,Heterosexual,19-29
2018-07-22 13:17:07+02:00,3,4,5,2,1,6,2,5,6,4,1,3,Haley,Emily,Leah,Male,Heterosexual,19-29
2018-07-22 13:17:19+02:00,5,1,3,6,2,4,3,4,1,5,2,6,Penny,Leah,Sam,Female,Homosexual,19-29
2018-07-22 13:18:16+02:00,6,5,4,3,1,2,4,5,1,2,6,3,Maru,Emily,Elliott,Male,Heterosexual,14 or under
2018-07-22 13:22:22+02:00,6,5,4,1,2,3,5,4,1,6,2,3,Alex,Leah,Elliott,Female,Heterosexual,19-29
2018-07-22 13:22:54+02:00,3,4,5,2,1,6,1,3,4,6,2,5,Leah,Shane,Penny,Female,Heterosexual,19-29
2018-07-22 13:23:40+02:00,6,1,4,3,5,2,4,3,1,6,2,5,Leah,Penny,Emily,Male,Heterosexual,19-29
2018-07-22 13:29:50+02:00,1,2,4,5,6,3,5,3,1,4,6,2,Maru,Abigail,Emily,Male,Heterosexual,30-39
